id,purchase,test,imp_1,imp_2,imp_3,imp_4,imp_5,imp_6,sum1to5
9230,1,1,0,2,0,0,0,0,2
99278,1,1,0,1,0,0,0,7,1
630821,1,1,2,0,0,1,0,0,3
545438,1,1,1,0,1,3,0,5,5
996300,1,1,0,0,0,0,0,1,0
361129,1,1,0,2,0,9,0,0,11
1311564,0,1,0,0,0,0,0,1,0
1266464,1,1,0,0,0,0,4,1,4
269640,0,1,0,1,0,0,0,0,1
380127,0,1,0,38,0,0,0,0,38
1402822,1,1,2,0,0,0,0,0,2
1095207,1,1,0,3,0,0,0,0,3
400966,0,1,0,0,0,0,0,3,0
303031,0,1,1,1,0,0,0,0,2
934958,1,1,0,24,0,63,0,0,87
411105,0,1,0,0,0,0,0,2,0
1135057,0,0,1,0,0,0,0,0,1
816218,1,1,0,0,0,1,0,0,1
928512,1,1,0,4,0,0,0,0,4
999114,0,1,0,0,0,0,0,7,0
844416,1,1,8,26,0,6,0,0,40
1104045,1,1,0,0,0,0,0,1,0
1254978,1,1,8,0,0,0,0,0,8
87287,0,1,1,1,0,0,0,3,2
1106411,1,1,3,0,0,2,0,0,5
342996,1,1,0,0,0,1,0,0,1
903068,0,1,0,0,0,0,0,4,0
959095,1,1,0,3,0,0,0,0,3
1332165,1,1,0,0,0,0,0,2,0
1059060,0,1,0,16,0,0,0,0,16
363199,0,1,0,1,0,0,0,0,1
698308,1,1,0,3,0,1,0,0,4
73224,1,1,3,0,0,2,0,0,5
838653,1,0,0,0,10,0,0,5,10
207148,0,1,1,0,0,0,0,0,1
450461,0,1,0,3,0,0,0,0,3
260937,0,1,0,0,0,0,0,4,0
1324023,0,0,1,0,0,0,0,1,1
482299,1,1,0,0,0,2,0,0,2
1298273,1,0,0,1,0,0,0,2,1
20813,0,1,1,11,0,0,0,6,12
88371,1,1,0,0,0,0,0,1,0
721164,1,1,0,0,0,0,0,1,0
951052,1,1,1,2,0,0,0,0,3
832787,0,0,0,0,0,0,0,1,0
1284038,1,1,0,0,0,27,0,2,27
154551,0,1,2,0,0,11,0,0,13
1223816,0,1,0,0,0,0,0,1,0
273686,1,1,0,3,0,0,0,1,3
1404560,0,1,0,0,0,0,0,1,0
514315,1,1,0,0,0,3,0,0,3
211610,1,1,0,1,0,0,0,0,1
635477,1,1,0,0,0,2,0,0,2
1074866,0,0,0,1,0,0,0,0,1
893453,0,1,0,1,0,0,0,0,1
526247,1,1,0,1,0,0,0,0,1
1118018,0,1,0,1,0,0,0,0,1
290408,1,0,1,0,0,0,0,0,1
411953,0,0,0,0,1,0,0,0,1
152340,0,1,0,0,0,0,0,1,0
539872,1,1,0,3,0,1,0,1,4
1272797,0,1,0,0,0,0,0,1,0
1006947,0,1,0,3,0,0,0,0,3
919769,0,1,0,11,0,0,0,0,11
221854,1,1,0,2,0,0,0,0,2
234085,0,1,0,35,0,0,0,2,35
680424,1,1,0,0,0,0,0,1,0
669441,1,1,0,0,0,0,0,1,0
357200,0,1,1,0,0,0,0,0,1
1350085,0,1,9,26,0,0,0,1,35
1309069,1,1,0,1,0,0,0,0,1
1130909,0,1,0,2,0,0,0,0,2
874590,0,1,3,5,1,0,0,2,9
821415,1,1,3,4,0,0,0,0,7
1317418,1,1,0,1,0,19,0,20,20
865894,0,1,2,0,0,0,0,0,2
1306219,1,0,0,2,0,0,0,0,2
1248047,1,1,0,0,0,0,0,2,0
71951,1,1,5,28,0,18,0,0,51
503808,0,1,0,0,0,1,0,0,1
446665,0,1,0,0,0,0,0,2,0
826447,1,1,6,1,0,5,0,0,12
945675,1,1,0,0,0,0,0,2,0
977976,1,1,0,0,0,1,0,0,1
1389448,0,1,0,0,0,5,0,153,5
1304617,0,1,0,0,0,0,0,1,0
158775,0,1,0,1,0,0,0,0,1
461297,1,1,0,0,0,0,0,1,0
1081358,0,1,0,0,0,0,0,1,0
1320945,0,0,0,0,0,0,0,1,0
1026743,0,1,0,0,0,0,0,2,0
559598,1,1,0,0,0,0,0,5,0
160437,1,1,0,0,0,2,0,0,2
230300,1,1,0,0,0,6,0,0,6
1133814,0,1,0,2,0,0,0,0,2
1382365,0,1,0,0,0,0,0,2,0
580589,0,1,0,1,0,0,0,1,1
581582,1,1,1,0,0,0,0,0,1
725716,1,1,0,0,0,1,0,0,1
321375,1,1,1,0,0,1,0,0,2
119058,0,1,0,0,0,0,0,1,0
435720,1,1,0,0,0,0,0,1,0
353636,1,1,0,3,0,8,0,4,11
647482,1,1,0,0,0,0,0,1,0
101184,0,1,1,0,0,0,0,1,1
812712,0,1,0,25,0,0,0,2,25
683770,0,1,0,3,0,0,0,1,3
1357846,1,1,1,0,0,5,0,2,6
1120121,1,1,2,1,0,0,0,0,3
432340,0,1,0,0,0,0,0,1,0
926317,0,1,1,0,0,0,0,0,1
890979,1,1,0,3,0,0,0,0,3
1215670,0,1,0,1,0,0,0,0,1
1373618,1,0,0,13,1,3,0,0,17
1397065,0,1,1,48,0,13,0,1,62
542799,0,1,0,1,0,0,0,0,1
1254333,1,1,1,44,0,6,0,0,51
921432,0,1,0,0,0,0,0,3,0
262159,1,0,1,0,0,0,0,0,1
330287,1,1,0,0,0,0,0,2,0
550214,1,1,1,0,0,0,1,3,2
276824,1,1,0,0,0,0,0,1,0
575151,1,0,0,1,0,1,0,0,2
1037557,1,1,10,0,0,28,0,2,38
656934,0,1,1,0,0,0,0,0,1
25862,1,1,0,0,0,1,0,0,1
335379,1,1,14,21,0,28,0,0,63
1193237,0,1,0,0,0,0,0,2,0
352304,1,1,14,48,0,24,0,0,86
1003647,0,1,0,5,0,0,0,3,5
1053996,0,1,0,3,0,0,0,0,3
918445,0,1,0,9,0,0,0,0,9
1114716,1,1,0,1,0,0,0,0,1
1059186,1,1,0,0,0,1,0,2,1
1278859,1,1,0,1,0,0,0,0,1
821404,1,1,1,0,1,0,0,0,2
73758,1,1,0,1,0,0,0,1,1
315391,1,1,1,0,0,0,0,7,1
1192827,1,0,0,0,0,2,0,1,2
35179,1,1,0,2,0,0,0,0,2
384184,1,1,1,1,0,11,0,1,13
261385,0,0,0,0,0,0,0,1,0
693778,1,1,0,0,0,0,0,1,0
1099123,1,1,1,16,0,3,0,0,20
992766,1,1,0,1,0,0,0,0,1
1037470,1,1,0,4,0,0,0,0,4
1180535,1,1,1,0,0,0,0,0,1
481020,1,1,0,0,0,0,0,1,0
331956,0,1,0,0,0,0,0,1,0
561505,1,1,0,0,0,0,0,1,0
1077930,0,0,5,0,0,0,0,7,5
102387,1,1,0,0,0,0,0,3,0
1161146,0,1,0,0,0,0,1,1,1
1345808,0,1,0,0,0,0,0,1,0
989753,1,1,13,0,0,28,0,0,41
1400006,0,0,0,1,0,0,0,0,1
581891,0,1,0,0,0,0,0,1,0
1056085,1,1,1,0,0,0,0,0,1
1053845,1,1,0,0,0,3,0,1,3
1908,0,1,0,0,0,0,0,1,0
296069,1,1,3,0,0,6,0,0,9
587457,1,1,0,0,0,21,0,9,21
124830,0,1,0,1,0,0,0,0,1
632701,1,1,0,0,0,2,0,0,2
1040773,0,1,0,0,0,0,0,1,0
262771,1,1,0,0,0,0,0,1,0
75025,1,1,0,0,0,0,0,2,0
256387,1,1,1,23,0,3,0,0,27
170169,0,1,0,1,0,0,0,0,1
96334,0,1,0,0,0,0,0,1,0
234562,0,0,0,1,0,0,0,1,1
535042,1,1,0,0,0,0,0,1,0
698254,1,1,1,0,0,0,0,0,1
1387773,0,1,0,0,0,0,0,1,0
567869,1,1,1,0,0,0,0,1,1
197266,0,1,0,0,0,0,0,2,0
1314936,0,1,0,0,0,0,1,0,1
39882,1,1,3,30,0,0,0,5,33
151377,0,1,0,0,0,0,0,1,0
320804,0,0,0,3,0,0,0,1,3
831985,1,1,0,45,0,0,0,3,45
1065098,0,1,0,0,0,0,0,3,0
580648,1,1,0,0,1,2,0,0,3
1370386,0,1,0,0,0,0,0,1,0
155582,1,1,1,0,0,0,0,0,1
99513,1,1,0,5,0,0,0,3,5
756142,1,1,0,0,0,0,0,1,0
639978,1,1,0,0,0,1,0,0,1
616951,0,1,0,2,0,0,0,9,2
534848,0,1,0,4,0,0,0,0,4
960934,1,0,0,2,0,0,0,0,2
34067,0,1,0,0,0,0,0,1,0
1124844,1,1,0,0,0,0,0,1,0
359827,0,1,0,0,0,0,0,1,0
976190,0,1,0,1,0,0,0,0,1
385886,0,1,0,0,0,0,0,4,0
123366,0,1,1,0,0,0,0,0,1
15849,1,1,0,1,0,0,0,0,1
127651,1,1,0,0,0,0,0,1,0
532882,1,1,0,0,0,0,0,1,0
457496,0,1,0,1,0,0,0,0,1
1412404,1,0,0,0,0,0,0,1,0
1350149,0,1,0,1,0,0,0,0,1
752094,0,1,0,0,0,0,0,1,0
479148,1,1,0,1,0,0,0,1,1
822110,1,1,0,1,0,0,0,0,1
818241,1,1,0,1,0,4,0,0,5
454848,0,1,0,1,0,0,0,0,1
55777,1,1,0,0,0,0,0,1,0
778818,0,1,1,1,0,0,0,0,2
782503,1,1,1,0,0,0,0,0,1
835670,1,1,0,14,0,0,0,1,14
28966,1,1,0,5,0,2,0,15,7
760929,0,1,0,1,0,0,0,0,1
688058,0,1,0,1,0,0,0,2,1
532956,0,1,0,6,0,0,0,4,6
1158044,1,1,0,0,0,0,0,1,0
536672,0,1,0,0,0,0,0,3,0
90671,0,1,0,1,0,0,0,0,1
849794,1,1,0,6,0,0,0,0,6
1020894,0,1,4,59,0,7,0,1,70
810823,0,1,0,4,0,0,0,1,4
205515,1,0,0,1,0,0,0,1,1
427953,0,1,0,0,0,0,0,1,0
1053017,1,1,0,0,0,0,0,1,0
802272,1,0,0,1,0,0,0,0,1
849162,0,0,0,4,0,0,0,0,4
744872,1,1,0,3,0,0,0,1,3
96694,1,1,0,0,0,0,0,1,0
325268,0,1,0,1,0,0,0,0,1
668541,0,1,0,2,0,0,0,0,2
290689,0,1,0,0,0,0,0,1,0
491009,0,1,0,4,0,0,0,0,4
650771,0,1,0,1,0,0,0,0,1
268218,1,1,0,0,0,2,0,0,2
656902,1,1,1,0,0,0,0,0,1
827459,0,1,0,1,0,0,0,30,1
1208352,0,1,0,3,0,0,0,0,3
66530,0,1,0,0,0,0,0,3,0
997286,0,1,0,0,0,0,0,1,0
69233,1,1,0,1,0,8,0,3,9
918958,0,1,0,0,0,0,0,2,0
569552,1,1,0,28,0,0,0,0,28
1083015,0,1,0,0,0,0,0,1,0
1048630,0,1,1,0,0,0,0,0,1
627870,1,1,0,0,0,0,0,1,0
687824,0,1,1,0,0,0,0,1,1
918994,1,1,2,2,0,0,0,6,4
1328472,1,1,15,10,0,5,0,0,30
1242270,0,1,14,71,0,42,0,0,127
955357,0,1,0,0,0,0,0,4,0
1187601,1,1,0,0,0,0,0,40,0
1327666,0,1,0,2,0,0,0,1,2
548593,1,1,1,0,0,9,0,0,10
493566,1,1,2,0,0,1,0,0,3
973009,0,1,0,1,0,0,0,0,1
460373,1,1,0,1,0,0,0,3,1
316575,1,1,1,12,0,3,0,0,16
702989,1,1,0,0,0,2,0,0,2
383597,0,0,0,0,0,0,0,1,0
1261995,0,1,0,0,0,0,0,1,0
954911,0,1,1,0,0,0,0,0,1
568943,1,1,0,1,0,0,0,0,1
991594,1,0,1,2,0,0,0,0,3
13776,0,1,3,3,0,0,0,0,6
1342142,1,1,0,0,0,1,0,0,1
891202,0,1,0,1,0,0,0,0,1
331275,0,1,0,6,0,0,0,0,6
310228,1,1,0,1,0,0,0,1,1
1082434,0,1,1,0,0,0,0,0,1
375201,1,1,0,0,0,0,0,1,0
188841,1,1,0,3,0,0,0,0,3
81975,1,1,0,1,0,0,0,0,1
1201227,1,1,0,3,0,0,0,3,3
756534,0,1,1,139,0,1,0,0,141
653648,1,1,0,2,0,0,0,0,2
1011030,0,1,0,0,0,0,0,1,0
823851,1,1,0,11,0,6,0,0,17
655361,0,1,0,0,0,0,0,6,0
395096,1,1,0,0,0,0,0,1,0
689187,1,1,0,25,0,0,0,0,25
630777,1,1,0,1,0,1,0,0,2
647455,1,0,0,0,0,0,0,1,0
1210510,1,1,0,0,0,0,0,5,0
800426,1,1,1,0,0,0,0,0,1
961866,0,0,0,0,1,0,0,1,1
303060,1,1,1,0,0,0,0,0,1
106168,0,1,0,0,0,0,0,2,0
306176,1,1,0,0,0,0,0,40,0
379433,1,1,3,0,0,4,0,0,7
59466,0,1,0,2,0,0,0,0,2
1265886,1,1,0,2,0,0,0,12,2
841391,1,1,0,6,0,0,0,0,6
1332146,1,1,0,0,0,4,0,1,4
194860,0,1,0,3,0,0,0,0,3
402465,1,1,10,0,1,3,0,2,14
414962,1,1,2,28,0,2,0,0,32
1015963,1,0,0,0,0,0,0,1,0
304564,0,1,0,1,0,0,0,0,1
739810,1,1,0,0,0,3,0,0,3
1101210,1,1,0,0,0,0,0,2,0
412630,1,0,1,38,2,2,0,2,43
766889,0,1,0,1,0,0,0,0,1
217702,0,1,0,2,0,0,0,0,2
689401,1,0,0,0,3,3,0,0,6
1184791,1,1,0,0,0,3,0,0,3
168068,0,1,0,3,0,0,0,4,3
662435,1,1,0,0,0,7,0,1,7
1316274,1,1,0,0,0,12,0,0,12
463421,1,1,0,16,0,0,0,0,16
436410,0,1,0,0,0,0,0,1,0
596494,1,0,29,0,0,0,0,0,29
581289,0,0,1,1,1,0,0,0,3
176534,1,1,2,9,0,8,0,0,19
56526,0,1,0,1,0,0,0,0,1
1279205,0,1,0,5,0,0,0,3,5
988184,1,1,1,0,0,40,0,1,41
844110,0,1,0,1,0,0,0,8,1
623117,1,1,0,1,0,0,0,0,1
845716,1,0,2,0,0,0,0,0,2
586105,1,1,0,0,0,1,0,0,1
231531,0,0,0,0,0,0,0,4,0
165949,1,1,0,3,0,0,0,0,3
1251259,1,1,0,0,0,0,0,1,0
1381845,1,1,0,1,0,0,0,3,1
711854,0,1,0,0,0,0,0,1,0
596797,0,1,0,0,0,0,0,1,0
930003,1,1,0,0,0,2,0,16,2
1174992,0,1,0,0,0,0,0,4,0
1108819,1,0,0,5,0,1,0,0,6
806136,0,1,41,0,2,0,5,0,48
1378480,0,1,0,0,0,0,0,1,0
949904,0,1,0,0,0,0,0,1,0
1087050,1,1,4,19,0,17,0,1,40
224865,0,1,0,0,0,0,0,1,0
997533,0,1,0,0,1,0,0,6,1
32372,1,1,0,3,0,2,0,0,5
1006196,0,1,0,13,0,0,0,0,13
13927,0,1,0,0,0,0,0,2,0
887100,0,1,0,1,0,0,0,0,1
928510,1,1,0,0,0,9,0,0,9
677167,1,1,0,3,0,0,0,0,3
540149,1,0,0,0,0,0,0,1,0
1183643,0,1,0,10,0,0,0,0,10
817807,1,1,1,0,0,0,0,0,1
802196,1,1,0,1,0,0,0,1,1
19946,1,1,0,3,0,0,0,0,3
810075,0,1,0,0,0,0,0,1,0
913166,1,1,2,0,0,1,0,0,3
120470,0,1,0,0,0,0,0,1,0
754557,0,1,0,1,0,0,0,0,1
800046,0,1,0,3,0,0,0,2,3
130503,1,1,1,0,0,0,0,0,1
1001348,0,0,0,0,0,0,0,1,0
674723,0,1,0,0,0,0,0,1,0
1078311,0,1,0,0,0,0,0,1,0
1121728,1,0,0,0,8,0,0,1,8
501560,0,0,0,1,0,0,0,0,1
1364911,1,1,0,1,0,0,0,0,1
991875,0,0,0,1,0,0,0,0,1
113222,0,0,0,1,0,0,0,0,1
726895,0,1,0,0,0,0,0,1,0
147505,0,1,0,0,0,0,0,1,0
1014486,0,1,1,0,0,0,0,1,1
918289,0,0,0,0,0,0,0,2,0
1182922,1,1,0,0,0,1,0,0,1
377167,1,1,9,0,0,0,0,12,9
545417,0,1,1,0,0,0,0,0,1
341427,0,1,0,0,0,0,0,1,0
599321,1,1,0,0,0,0,0,5,0
1306595,1,1,0,7,0,0,0,0,7
277122,1,1,0,0,0,0,0,1,0
234723,1,1,50,269,0,28,0,5,347
751444,0,1,0,0,0,0,0,1,0
474733,1,1,2,6,0,0,0,0,8
1125036,0,1,0,0,0,0,0,2,0
749531,1,1,0,0,0,0,0,1,0
945295,1,0,0,0,0,1,0,0,1
1018550,1,1,0,0,0,18,0,1,18
85835,0,1,0,0,0,0,0,3,0
489441,0,1,0,1,0,0,0,3,1
175670,0,1,0,0,0,0,0,3,0
1117864,1,1,0,3,0,0,0,0,3
455144,1,1,0,13,0,0,0,0,13
1354963,1,1,2,7,0,14,0,0,23
218713,1,1,0,0,0,1,0,0,1
987006,0,1,0,0,0,0,0,2,0
699693,1,1,0,0,0,0,0,1,0
668285,1,1,0,0,0,0,0,1,0
146376,0,1,0,1,0,0,0,0,1
453145,1,0,0,6,0,0,0,0,6
1088244,1,0,0,0,0,0,0,2,0
1302210,0,0,0,1,0,0,0,0,1
473570,0,0,0,1,0,0,0,0,1
1069138,0,0,0,0,1,0,0,0,1
166254,0,1,0,3,0,0,0,0,3
1089235,0,1,0,0,0,0,0,1,0
692703,0,1,0,0,0,0,3,0,3
603257,0,1,0,0,0,0,0,4,0
472464,0,0,1,0,0,0,0,0,1
970653,0,1,0,0,0,0,0,1,0
249130,0,1,2,3,0,0,0,5,5
963183,1,1,0,0,0,1,0,0,1
327172,0,1,0,1,0,0,0,0,1
496369,0,1,0,0,0,0,0,2,0
1359354,1,1,0,0,0,0,0,1,0
141738,0,1,0,0,0,0,0,1,0
544621,1,0,0,1,0,13,0,1,14
964641,0,1,1,0,0,0,0,0,1
798170,0,1,1,5,0,0,0,0,6
1403782,0,1,0,2,0,0,0,0,2
839216,0,1,0,28,0,0,0,0,28
402789,0,1,0,1,0,0,0,0,1
271134,1,1,0,0,0,1,0,0,1
304854,1,1,0,7,0,0,0,1,7
544257,1,1,1,0,0,0,0,0,1
1165757,0,1,0,1,0,0,0,0,1
1178123,0,1,0,0,0,0,0,4,0
596106,1,1,0,0,0,0,0,1,0
506642,1,1,0,0,0,0,0,2,0
98963,1,0,0,0,1,2,0,0,3
855661,1,1,0,0,0,0,0,1,0
285298,1,1,0,2,0,0,0,17,2
815724,0,1,0,2,0,0,0,1,2
268899,0,1,0,0,0,0,0,1,0
220429,0,1,7,0,0,0,0,15,7
344342,0,1,0,0,0,0,0,1,0
690593,0,1,0,1,0,0,0,0,1
740288,1,0,0,0,1,0,0,0,1
886164,0,1,0,0,0,0,0,1,0
327965,0,1,0,0,0,0,0,5,0
85869,1,1,0,0,0,3,0,7,3
1064205,0,1,0,1,0,0,0,0,1
1091963,0,1,0,0,0,2,0,0,2
236711,0,1,0,0,0,0,0,87,0
295993,0,1,0,0,0,0,0,1,0
1156964,0,0,0,0,1,0,0,0,1
379331,0,1,0,0,0,0,0,1,0
214288,1,1,12,17,0,14,0,1,43
241536,0,1,0,1,0,0,0,1,1
1037642,0,1,0,0,0,0,0,1,0
1139479,1,1,7,3,0,0,0,0,10
336909,1,1,0,3,0,0,0,0,3
599443,0,1,0,2,0,0,0,0,2
794069,1,1,15,23,0,1,0,0,39
185898,0,1,0,0,0,0,0,1,0
497022,1,1,9,56,0,0,0,0,65
610480,0,1,0,0,0,0,0,13,0
1225997,0,0,0,0,0,0,0,1,0
442482,1,1,0,0,0,0,0,1,0
965394,0,1,1,0,0,0,0,0,1
1198503,0,1,0,0,0,0,0,1,0
36276,1,1,0,1,0,0,0,3,1
369991,0,1,0,0,0,0,0,1,0
790643,0,0,0,2,0,0,0,1,2
224725,1,1,0,1,0,0,0,1,1
231018,0,1,0,1,0,0,0,0,1
767341,0,0,0,24,31,15,0,3,70
1109836,1,1,0,0,0,0,0,3,0
1394501,1,1,0,1,0,5,0,0,6
1082622,1,1,0,0,0,1,0,0,1
1134265,0,1,0,1,0,0,0,0,1
609532,1,1,1,1,0,0,0,0,2
762409,0,1,0,1,0,0,0,0,1
778461,0,1,0,2,0,0,0,3,2
916582,1,1,0,3,0,0,0,0,3
1400983,0,0,0,0,0,0,0,7,0
535867,0,1,0,1,0,0,0,0,1
376692,0,0,0,0,0,0,0,1,0
814556,1,1,0,4,0,0,0,2,4
151093,1,0,0,0,1,0,0,0,1
601771,1,1,0,20,0,11,0,0,31
321046,1,1,0,0,0,0,0,1,0
1303993,0,1,0,0,0,0,0,1,0
486687,1,1,0,0,0,0,0,1,0
539286,0,1,0,0,0,0,0,2,0
667754,0,1,0,0,0,0,0,2,0
515827,1,1,0,3,0,0,0,5,3
1007469,1,1,7,31,0,2,1,0,41
1246489,1,1,0,0,0,3,0,1,3
216180,0,1,0,3,0,0,0,0,3
1403084,1,1,0,0,0,7,0,2,7
1284570,0,0,0,0,1,0,0,0,1
1243118,1,1,0,0,0,6,0,0,6
2239,1,1,1,3,0,0,0,3,4
1390905,0,1,0,2,0,0,0,0,2
423909,1,0,0,3,0,3,0,0,6
514966,1,1,0,0,0,0,0,8,0
1275621,1,1,0,1,0,0,0,0,1
1326686,0,1,0,0,0,0,0,1,0
1404722,1,0,0,0,0,0,0,1,0
24399,0,1,0,1,0,0,0,0,1
410278,0,1,0,2,0,0,0,0,2
951509,1,1,0,0,0,4,0,0,4
661937,1,0,1,0,1,0,0,0,2
1084901,0,1,0,1,0,0,0,0,1
839613,1,1,3,0,0,0,0,30,3
414186,0,1,0,0,0,0,0,1,0
933106,0,0,0,11,0,0,0,0,11
600605,0,1,1,0,0,0,0,1,1
586984,1,1,0,0,0,2,0,0,2
677958,0,0,0,3,0,0,0,0,3
952239,1,0,0,1,0,0,0,0,1
363717,1,1,0,0,0,1,0,0,1
161453,1,1,4,0,0,0,0,0,4
1195285,0,0,0,0,0,0,0,3,0
1030709,1,1,1,0,0,0,0,0,1
157750,1,1,0,0,0,0,0,4,0
208717,0,1,0,0,0,0,0,1,0
646555,1,1,0,1,0,0,0,0,1
593121,1,1,0,0,0,0,0,3,0
725634,0,1,0,0,0,0,0,1,0
1170988,0,1,0,0,0,0,0,2,0
456470,1,1,0,1,0,0,0,1,1
89852,0,1,0,0,0,0,0,3,0
8201,1,1,1,1,0,0,1,18,3
1230307,0,1,1,0,0,0,0,0,1
876901,1,1,0,0,0,1,0,0,1
201771,1,1,0,0,0,0,0,1,0
660724,0,1,1,0,0,0,0,1,1
976124,1,1,0,1,0,0,0,0,1
165678,1,1,8,0,0,0,0,18,8
204688,0,1,0,0,0,0,0,1,0
504584,1,1,0,4,0,0,0,0,4
348659,0,1,1,3,0,0,3,0,7
844367,1,1,0,1,0,0,0,0,1
249318,1,1,0,0,0,0,0,4,0
590111,1,1,0,1,0,0,0,0,1
529752,1,1,0,1,0,0,0,0,1
698840,0,1,0,1,0,0,0,1,1
996509,0,1,0,3,0,0,0,1,3
725587,1,1,0,0,0,13,0,0,13
148998,1,1,0,0,0,0,0,1,0
265692,1,1,16,19,0,25,0,0,60
40171,1,1,0,4,0,0,0,0,4
672787,0,0,0,0,0,0,0,4,0
1144744,0,1,0,1,0,0,0,5,1
1089083,1,1,0,4,0,0,0,0,4
1213580,0,1,0,1,0,0,0,0,1
1064163,0,0,0,0,0,0,0,1,0
1198253,0,1,0,9,0,0,0,0,9
383458,0,1,0,0,0,0,0,2,0
1211720,0,1,0,0,0,0,0,1,0
408065,0,1,0,0,0,0,0,6,0
995761,0,0,0,23,0,0,0,0,23
618109,0,1,17,15,0,1,0,10,33
362309,1,0,0,1,0,0,0,0,1
701658,0,1,0,0,0,0,0,4,0
1245624,1,1,0,1,0,0,0,0,1
1393736,0,1,0,0,0,0,0,2,0
1122169,1,1,0,0,0,19,0,2,19
997445,0,1,0,0,0,0,0,1,0
247199,0,1,0,5,0,0,0,0,5
56008,0,0,0,0,1,0,2,0,3
1364153,0,1,0,1,0,0,0,2,1
353172,1,1,23,3,0,0,0,0,26
416898,1,1,1,0,0,9,0,0,10
766356,0,1,0,3,0,0,0,0,3
1121853,1,1,0,0,0,0,0,1,0
563364,1,0,0,0,0,0,0,2,0
801019,1,1,3,2,0,5,0,0,10
216296,0,1,0,25,0,0,0,3,25
1138313,0,1,0,0,0,0,0,1,0
473676,0,1,0,0,0,0,0,1,0
951955,1,1,0,0,0,0,0,1,0
1070765,1,1,0,0,0,1,0,0,1
358108,1,1,2,0,0,0,0,0,2
1309082,1,1,0,0,0,0,0,1,0
478476,1,1,0,2,0,0,0,1,2
344468,0,1,0,1,0,0,0,0,1
1174665,1,1,0,9,0,0,0,0,9
81850,1,1,0,2,0,0,0,1,2
1016201,0,1,0,3,0,0,0,0,3
942477,1,1,0,3,0,0,0,0,3
1333321,0,1,0,0,0,0,0,1,0
80583,1,1,1,0,0,8,0,0,9
927061,1,1,0,0,0,0,0,2,0
3089,1,1,0,1,0,0,0,0,1
809392,1,1,0,0,0,0,0,1,0
1018871,0,1,0,2,0,0,0,0,2
365764,0,0,0,0,0,0,0,1,0
1232132,0,1,0,0,0,0,0,2,0
500484,0,1,3,0,0,0,0,0,3
745246,1,1,0,0,0,3,0,5,3
196545,0,1,0,0,0,0,0,1,0
9488,0,1,0,9,0,0,0,0,9
95933,0,1,0,24,0,8,0,2,32
262987,0,1,0,0,0,0,0,1,0
1187951,0,1,0,0,0,0,0,1,0
942285,0,1,0,0,0,0,0,5,0
1410795,1,1,0,0,0,0,0,1,0
684155,0,1,0,0,0,0,0,2,0
79596,0,1,0,0,0,0,0,1,0
383281,1,1,0,0,0,1,0,4,1
1056315,1,1,1,1,0,0,0,0,2
538488,0,1,0,0,0,0,0,1,0
547796,1,1,0,0,0,0,0,7,0
431453,1,1,5,0,0,6,0,6,11
1326758,0,1,0,0,0,0,0,1,0
1036395,0,0,0,11,0,0,0,14,11
620335,0,1,0,0,0,0,0,4,0
384002,1,1,0,0,0,1,0,0,1
24650,1,1,0,1,0,1,0,0,2
192167,0,1,0,0,0,0,0,2,0
1239995,0,1,0,0,0,1,0,3,1
535127,0,1,0,0,0,0,0,1,0
68287,0,1,0,0,0,0,0,3,0
1210309,1,1,0,11,0,13,0,0,24
728601,0,1,0,0,0,0,0,2,0
1137778,1,1,0,2,0,0,0,1,2
44908,1,1,0,1,0,0,0,0,1
1290228,1,1,0,5,0,0,0,0,5
581988,1,0,0,1,0,0,0,0,1
1355018,1,1,0,2,0,0,0,0,2
501071,0,1,0,0,0,0,0,1,0
1077684,1,1,0,0,0,0,0,12,0
112608,0,0,0,0,1,0,0,0,1
63827,1,1,0,0,0,8,0,11,8
63947,1,1,0,0,0,2,0,0,2
1319640,0,1,1,0,0,0,0,0,1
1125068,1,1,0,0,0,3,0,0,3
996738,0,1,0,0,0,0,0,2,0
679702,0,1,1,0,0,0,0,0,1
172876,0,1,0,0,0,0,0,1,0
1218403,1,1,0,0,0,0,0,1,0
659374,1,1,0,0,0,1,0,0,1
929903,1,1,0,0,0,0,0,1,0
816706,1,0,0,1,0,0,0,2,1
615048,1,0,2,6,1,0,0,0,9
490959,0,0,0,0,2,0,0,0,2
995672,1,1,3,12,0,3,0,0,18
57650,0,1,0,1,0,0,0,0,1
1369710,0,1,10,79,0,9,0,1,98
1325321,0,1,0,0,0,0,0,2,0
332469,1,0,0,0,0,0,0,1,0
755986,0,1,0,1,0,0,0,0,1
168711,1,1,0,4,0,0,0,0,4
989459,1,1,0,8,0,2,0,1,10
1009088,0,1,0,0,0,0,1,0,1
444628,0,1,0,0,0,0,0,2,0
733072,1,1,0,0,0,0,0,2,0
1259505,0,1,0,0,0,0,0,1,0
1194806,1,1,0,0,0,5,0,0,5
11373,1,1,0,1,0,0,0,5,1
383028,1,1,0,18,0,1,0,0,19
162701,1,1,0,0,0,2,0,0,2
1372767,1,1,0,0,0,0,0,1,0
723832,0,1,0,0,0,0,0,2,0
1386827,0,1,0,1,0,0,0,0,1
1182719,1,0,0,2,0,0,0,0,2
1209294,1,0,0,3,0,0,0,3,3
147197,1,1,0,0,0,6,0,0,6
1158622,0,1,0,3,0,0,0,0,3
629174,1,1,0,0,0,0,0,1,0
855333,0,1,0,3,0,0,0,0,3
